gender,parental level of education,lunch,test preparation course,math score,reading score,writing score,family income,study hours 
male,high school,standard,none,51,48,48,Low,6.0
female,high school,standard,none,50,52,55,Low,12.0
male,associate's degree,standard,completed,57,54,56,Medium,15.0
male,associate's degree,standard,none,76,71,66,Medium,5.0
female,high school,standard,none,81,84,82,High,18.0
female,some college,standard,completed,74,74,79,Low,13.0
female,associate's degree,free/reduced,completed,75,94,87,Medium,12.0
male,high school,standard,none,69,73,70,Low,7.0
female,some college,standard,completed,79,83,91,Low,0.0
male,associate's degree,free/reduced,none,89,86,75,Medium,7.0
male,some college,free/reduced,none,80,64,65,Medium,7.0
female,some college,standard,completed,86,88,94,Medium,16.0
female,master's degree,free/reduced,completed,76,96,93,Low,8.0
male,some college,standard,none,44,53,52,Medium,4.0
female,some high school,standard,none,57,66,72,Low,0.0
female,some college,free/reduced,none,75,82,87,Medium,20.0
female,high school,free/reduced,completed,52,49,60,Medium,18.0
female,associate's degree,free/reduced,completed,75,94,86,Medium,13.0
male,high school,free/reduced,completed,78,77,80,Medium,13.0
female,some high school,standard,completed,80,84,84,Medium,7.0
female,some college,free/reduced,none,45,52,54,Medium,13.0
male,high school,standard,none,62,66,58,Low,0.0
female,some high school,free/reduced,none,24,37,27,High,18.0
male,some college,standard,completed,83,82,77,Medium,20.0
male,associate's degree,standard,completed,80,71,77,High,20.0
male,some high school,free/reduced,completed,55,61,59,Medium,4.0
male,some high school,standard,none,72,65,63,Low,11.0
male,some high school,free/reduced,none,44,36,37,Low,17.0
male,associate's degree,standard,completed,65,63,63,Low,8.0
male,some high school,standard,none,73,63,56,Medium,7.0
female,high school,standard,none,76,75,74,Low,7.0
male,master's degree,free/reduced,none,54,59,50,Medium,12.0
female,some high school,free/reduced,none,71,81,79,Medium,10.0
male,high school,standard,none,57,50,53,Low,6.0
male,associate's degree,free/reduced,none,77,77,72,Medium,13.0
male,master's degree,free/reduced,none,73,74,71,High,15.0
female,some college,standard,none,67,69,65,Medium,5.0
female,associate's degree,standard,completed,64,74,76,Medium,4.0
male,high school,free/reduced,none,74,69,68,Low,8.0
female,associate's degree,standard,none,84,89,95,Medium,0.0
male,some college,standard,none,69,60,53,Medium,13.0
female,some high school,free/reduced,none,0,17,9,Low,0.0
female,master's degree,standard,none,63,63,66,High,5.0
female,high school,standard,none,74,75,72,High,7.0
female,some college,standard,completed,87,92,93,Low,10.0
female,bachelor's degree,free/reduced,none,63,72,78,Medium,11.0
male,some high school,standard,completed,76,68,69,High,5.0
female,high school,free/reduced,completed,51,57,55,Low,5.0
female,associate's degree,free/reduced,none,25,30,37,Low,13.0
male,some high school,free/reduced,none,55,46,43,Medium,8.0
male,associate's degree,free/reduced,none,66,61,60,High,10.0
female,high school,free/reduced,none,48,57,52,Low,16.0
female,some college,standard,none,72,76,77,Low,7.0
female,some college,free/reduced,none,45,64,66,Low,6.0
male,some college,standard,none,54,52,51,Medium,14.0
male,associate's degree,standard,completed,66,63,63,Low,8.0
male,associate's degree,standard,none,61,54,52,High,16.0
male,high school,free/reduced,none,30,23,14,Low,18.0
female,bachelor's degree,standard,none,71,72,73,Low,8.0
female,bachelor's degree,free/reduced,none,77,90,92,Low,8.0
male,associate's degree,standard,none,74,73,66,Low,10.0
male,associate's degree,standard,none,71,65,59,High,19.0
male,high school,free/reduced,none,53,71,59,Low,19.0
male,bachelor's degree,standard,none,65,64,62,High,6.0
male,associate's degree,standard,completed,82,83,77,Medium,13.0
female,some college,standard,none,99,92,96,High,16.0
male,associate's degree,standard,none,75,70,67,Medium,6.0
female,some college,free/reduced,none,48,64,61,Low,11.0
female,master's degree,standard,none,54,63,69,Low,13.0
female,high school,standard,none,64,68,66,Low,9.0
female,high school,standard,none,47,61,59,High,12.0
female,bachelor's degree,standard,none,85,92,87,Low,11.0
male,some college,standard,none,83,80,73,High,8.0
female,bachelor's degree,free/reduced,completed,50,72,78,Low,13.0
male,bachelor's degree,standard,none,65,64,62,High,6.0
male,some college,standard,none,67,64,69,Low,15.0
female,high school,free/reduced,none,49,66,62,Medium,7.0
male,some high school,standard,none,91,87,77,Low,12.0
female,some college,standard,completed,79,84,90,Low,0.0
male,associate's degree,free/reduced,completed,40,54,53,Low,4.0
male,bachelor's degree,free/reduced,none,68,68,67,Medium,12.0
male,associate's degree,standard,completed,80,82,81,High,10.0
male,some college,standard,none,67,63,69,Low,14.0
male,some college,standard,none,76,77,75,Medium,15.0
female,some college,standard,none,62,70,72,Low,6.0
male,high school,free/reduced,completed,56,56,53,Medium,6.0
male,some college,standard,none,66,56,51,Medium,16.0
female,associate's degree,free/reduced,none,46,61,55,Medium,12.0
female,high school,standard,none,53,59,61,High,9.0
male,high school,standard,none,64,54,49,Medium,6.0
male,bachelor's degree,standard,completed,100,99,100,Low,19.0
male,some college,free/reduced,none,77,61,64,Low,18.0
female,associate's degree,standard,completed,94,89,92,High,15.0
male,bachelor's degree,free/reduced,none,53,58,54,Medium,4.0
male,high school,standard,completed,72,72,74,High,14.0
female,high school,free/reduced,completed,76,85,82,Medium,9.0
female,bachelor's degree,standard,none,79,82,83,High,0.0
male,high school,standard,none,56,50,54,Low,6.0
male,bachelor's degree,free/reduced,none,61,72,64,Low,0.0
female,high school,standard,none,61,73,62,Medium,8.0
male,some college,standard,none,59,51,43,Medium,7.0
male,some college,standard,none,71,57,57,Low,19.0
male,high school,standard,none,62,63,61,Low,9.0
female,some college,standard,none,61,69,69,Medium,4.0
male,high school,free/reduced,none,49,44,45,Low,19.0
male,associate's degree,standard,none,81,72,72,Low,0.0
male,high school,free/reduced,completed,77,76,80,Medium,13.0
female,high school,standard,none,48,61,59,High,12.0
female,some college,standard,none,68,69,66,Medium,6.0
female,bachelor's degree,standard,none,71,71,73,Low,8.0
male,bachelor's degree,standard,none,69,63,60,High,10.0
male,some high school,free/reduced,completed,55,59,58,Low,16.0
female,bachelor's degree,standard,none,59,70,73,Low,10.0
male,some college,standard,none,90,73,75,Low,5.0
female,some high school,free/reduced,none,17,32,28,Low,19.0
female,some high school,free/reduced,none,44,49,51,Low,9.0
male,master's degree,free/reduced,none,48,53,52,Medium,14.0
male,bachelor's degree,standard,none,68,58,57,High,7.0
female,some college,standard,none,70,80,80,Low,15.0
female,associate's degree,standard,none,57,73,67,Medium,11.0
male,high school,standard,none,62,55,53,Low,15.0
female,some high school,standard,none,65,68,68,Medium,17.0
male,associate's degree,free/reduced,none,61,61,55,Low,19.0
female,some college,standard,none,62,74,74,Medium,11.0
male,high school,standard,completed,55,41,47,Medium,20.0
male,associate's degree,standard,none,85,75,71,Medium,14.0
female,some college,free/reduced,completed,52,58,65,Medium,14.0
male,some college,standard,completed,84,81,84,Medium,19.0
female,associate's degree,standard,completed,81,85,85,Medium,16.0
female,some college,standard,completed,71,70,80,Low,0.0
male,high school,free/reduced,completed,52,51,50,Medium,10.0
male,some college,standard,completed,97,86,89,Low,4.0
male,associate's degree,free/reduced,completed,45,43,43,Medium,20.0
male,associate's degree,standard,completed,70,74,67,Medium,19.0
male,high school,standard,none,57,51,53,Low,7.0
male,some high school,standard,completed,81,74,75,Medium,17.0
male,some high school,free/reduced,none,55,45,43,Medium,9.0
male,some college,free/reduced,completed,87,73,69,Low,12.0
male,associate's degree,free/reduced,completed,59,51,55,Medium,10.0
female,some high school,standard,none,40,55,51,Low,6.0
male,associate's degree,free/reduced,completed,43,44,49,Low,17.0
female,associate's degree,standard,none,52,58,65,Medium,0.0
male,associate's degree,standard,completed,61,61,58,High,10.0
female,associate's degree,standard,none,90,95,94,Low,5.0
female,some high school,standard,completed,64,60,74,Medium,9.0
male,some college,free/reduced,none,74,81,74,Low,5.0
male,master's degree,free/reduced,none,72,73,72,High,16.0
female,associate's degree,standard,none,84,91,84,Medium,14.0
male,associate's degree,free/reduced,completed,46,43,43,Medium,20.0
male,some high school,standard,none,70,62,49,Low,17.0
female,some high school,standard,completed,58,84,80,High,10.0
female,associate's degree,standard,none,49,52,53,Low,10.0
male,high school,standard,none,57,48,51,High,17.0
male,associate's degree,free/reduced,completed,78,81,81,Medium,16.0
male,some high school,standard,none,66,63,60,Medium,20.0
male,some college,free/reduced,none,75,67,65,Medium,20.0
male,some college,standard,none,75,71,72,Medium,20.0
male,associate's degree,standard,none,60,55,51,High,17.0
female,bachelor's degree,free/reduced,none,62,71,73,Low,5.0
male,high school,free/reduced,none,62,48,46,Low,13.0
male,associate's degree,free/reduced,none,77,67,64,Low,9.0
male,associate's degree,standard,completed,81,80,79,Low,15.0
male,high school,standard,none,94,72,70,Medium,10.0
female,some high school,standard,completed,76,87,84,High,12.0
male,associate's degree,standard,none,48,43,45,Medium,9.0
male,bachelor's degree,standard,completed,99,99,100,Low,20.0
female,associate's degree,standard,completed,67,66,72,Low,0.0
female,associate's degree,standard,completed,68,66,73,Low,0.0
female,associate's degree,free/reduced,none,63,73,68,Medium,12.0
male,bachelor's degree,free/reduced,none,54,45,44,Low,8.0
male,some college,standard,completed,90,96,91,Low,16.0
female,high school,standard,none,98,93,89,Medium,8.0
female,associate's degree,free/reduced,none,72,75,78,Medium,16.0
female,master's degree,standard,none,61,67,68,High,9.0
female,bachelor's degree,standard,none,51,65,69,Medium,5.0
male,master's degree,standard,none,80,81,84,Low,7.0
male,high school,standard,completed,68,63,65,Medium,6.0
male,high school,standard,none,84,72,68,Low,0.0
male,some college,standard,none,85,76,73,Low,0.0
male,some high school,standard,none,69,66,61,Low,12.0
male,bachelor's degree,free/reduced,none,48,50,45,Medium,9.0
male,some high school,standard,none,71,61,49,Low,16.0
male,associate's degree,free/reduced,none,61,60,54,Low,20.0
male,bachelor's degree,free/reduced,none,63,66,66,Medium,4.0
female,bachelor's degree,free/reduced,completed,91,99,99,Medium,19.0
female,master's degree,free/reduced,completed,60,71,78,High,14.0
female,some college,free/reduced,none,61,60,57,Low,16.0
female,some college,standard,none,61,64,61,Medium,14.0
male,associate's degree,free/reduced,completed,39,54,53,Low,4.0
female,some college,standard,completed,69,71,75,Low,17.0
female,high school,free/reduced,completed,66,80,80,Low,20.0
female,associate's degree,standard,completed,96,96,99,High,12.0
female,high school,standard,completed,68,76,73,Low,10.0
female,some high school,standard,none,59,71,79,Medium,6.0
female,some high school,free/reduced,completed,52,66,72,Low,10.0
male,some high school,standard,completed,46,41,43,Medium,15.0
male,high school,standard,none,70,74,64,Low,10.0
female,some college,standard,completed,69,89,88,Medium,7.0
female,some college,standard,completed,79,83,90,Low,0.0
male,high school,standard,completed,86,91,81,Medium,20.0
female,some college,standard,completed,73,77,75,Medium,7.0
male,some high school,free/reduced,none,67,63,53,High,13.0
female,associate's degree,standard,completed,75,81,89,Medium,12.0
female,some high school,free/reduced,completed,39,65,64,Medium,8.0
male,some college,standard,none,54,57,51,High,16.0
male,bachelor's degree,free/reduced,completed,38,41,37,Low,18.0
female,some high school,free/reduced,none,38,43,42,Medium,0.0
male,master's degree,standard,none,80,80,83,Low,8.0
female,associate's degree,free/reduced,none,69,83,81,Medium,4.0
female,bachelor's degree,standard,completed,96,100,99,Low,5.0
male,associate's degree,standard,completed,65,64,63,High,0.0
male,high school,standard,none,69,74,70,Low,14.0
male,associate's degree,standard,completed,64,64,63,High,0.0
male,high school,free/reduced,none,44,50,48,Low,9.0
male,some college,standard,none,53,42,42,Medium,19.0
female,some college,free/reduced,none,35,43,42,Low,4.0
female,master's degree,standard,none,86,99,100,High,13.0
female,associate's degree,free/reduced,none,54,76,76,Low,11.0
female,some college,standard,none,82,85,86,Low,6.0
female,high school,standard,none,99,93,90,Medium,7.0
female,associate's degree,standard,none,49,53,53,Low,9.0
male,some college,standard,none,81,81,83,High,15.0
male,high school,standard,completed,71,67,63,Medium,5.0
male,associate's degree,standard,none,53,45,40,Medium,15.0
male,high school,standard,none,59,52,46,Low,12.0
female,some high school,standard,completed,59,54,66,Medium,7.0
female,associate's degree,free/reduced,completed,67,66,68,Low,6.0
male,associate's degree,free/reduced,none,57,55,52,Low,11.0
female,associate's degree,standard,none,66,76,73,Medium,15.0
male,bachelor's degree,free/reduced,none,67,67,67,Medium,12.0
female,some college,standard,none,53,61,56,Low,15.0
male,bachelor's degree,free/reduced,completed,79,74,71,High,4.0
female,bachelor's degree,standard,none,78,89,88,Low,14.0
male,associate's degree,free/reduced,completed,58,57,52,Low,0.0
male,some college,standard,none,60,63,58,High,0.0
male,bachelor's degree,free/reduced,none,62,65,67,Medium,5.0
male,master's degree,free/reduced,completed,83,89,90,Medium,8.0
male,some college,standard,completed,62,55,63,Low,14.0
female,some college,free/reduced,none,61,68,66,Medium,6.0
male,high school,standard,none,61,54,49,Low,18.0
male,some college,standard,none,39,42,38,Medium,8.0
male,some high school,standard,completed,45,41,43,Medium,14.0
male,associate's degree,free/reduced,none,75,66,72,Low,14.0
male,some high school,standard,completed,45,40,43,Medium,14.0
male,some high school,free/reduced,completed,48,50,52,Low,6.0
male,some college,standard,completed,69,76,77,Medium,16.0
male,some high school,standard,none,88,83,74,Low,18.0
